,Country,Region,Regulated Designation,Grape variety,Degree of alcohol,Sugar content,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,productReviews,image_link,Designation of origin,Classification,Special feature
6414,France,Jura,(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13 %,1.9 g/L,White,750 ml,Fruitière Vinicole de Pupillin,Les InVinQ 9399-2691 Québec Inc.,13471573,03760152200853,,13471573,Fruitière Vinicole de Pupillin Chardonnay,Products,21.4,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13471573-1_1578536123.png,Arbois Pupillin,,
6415,Austria,Niederösterreich,Qualitätswein,"Grüner veltliner 50 %, Traminer 50 %",11.5 %,1.2 g/L,White,750 ml,Weinbau Karl Fritsch,Avant Garde Vins et Spiritueux(7213085 C,13711493,09120011264886,,13711493,Fritsch Materia Prima Traminer Grüner Veltliner,Products,44.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13711493-1_1578541222.png,Wagram,,"Orange Wine, Organic product"
6416,Spain,"Le Plateau (Meseta), Castilla",Vino de la tierra,"Mencía 85 %, Prieto picudo 13 %, Palomino 2 %",13.5 %,,Red,750 ml,Galco 3000 Spain S.L.,Vinicolor-Les Vins Alexandre St-Pierre,14161294,08437017604051,,14161294,Fuentes del Silencio Las Quintas Crianza,Products,39.75,false,simple,0,,,,Crianza,
6417,France,,Wine of France,Tempranillo 100 %,7 %,,Pink,750 ml,Moncigale,Southern Glazers Wine,12522130,03262850037965,,12522130,Fruits and Wine Moncigale Pamplemousse,Products,8.2,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12522130-1_1578345018.png,,,
6418,Spain,Côte Méditerranéenne,Denominación de origen (DO),White grenache 100 %,13 %,&lt;1.2 g/L,White,750 ml,Celler Frisach,Dame-Jeanne Inc,14280437,08437011788023,,14280437,Frisach L'Abrunet de Frisach Terra Alta,Products,19.95,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14280437-1_1604605550.png,Terra Alta,,Organic product
6419,Argentina,"Mendoza, Mendoza",Indication géographique (IG),"Chenin blanc, Torrontes",12 %,1.6 g/L,White,375 ml,Familia Zuccardi,Les Sélections François Fréchette,11184925,07791728023114,,11184925,Fuzion Chenin Blanc / Torrontes Mendoza,Products,5.4,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11184925-1_1580614224.png,,,
6420,France,Vallée de la Loire,Protected geographical indication (PGI),Pineau dAunis 100 %,12 %,&lt;1.2 g/L,Red,750 ml,Gabriele et Régis Dansault,A.O.C. &amp; Cie Châteaux &amp; Domaines Inc.(GB,14548907,03525653262317,,14548907,Gabriele et Régis Dansault Val de Loire Almandin Pineau d'Aunis,Products,26.65,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14548907-1_1604349332.png,,,"Natural Wine, Organic product"
6421,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Sauvignon blanc 100 %,13 %,,White,750 ml,Gaja,Le Maitre de Chai (GB),14255004,08051732910039,,14255004,Gaja Alteni di Brassica Langhe,Products,185,false,simple,0,,,Langhe,,
6422,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Gaja,Le Maitre de Chai (GB),13949055,08032636149824,,13949055,Gaja Costa Russi,Products,789.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13949055-1_1578546687.png,Barbaresco,,
6423,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Marsanne 100 %,13 %,,White,750 ml,Gabriel Meffre &amp; Cie,"Elixirs, Vins et Spiritueux Inc.",13510595,03142921527413,,13510595,Gabriel Meffre Laurus Hermitage,Products,69.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13510595-1_1578537010.png,Hermitage,,
6424,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,1.9 g/L,Red,750 ml,Gaja,Le Maitre de Chai (GB),13167264,08051732910282,,13167264,Gaja Dagromis,Products,136.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13167264-1_1603764618.png,Barolo,,
6425,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Nebbiolo 100 %,14 %,2.1 g/L,Red,750 ml,G.D. Vajra,Montalvin Inc. (GB),13432671,08026720112122,,13432671,G.D. Vajra Langhe Nebbiolo,Products,29.45,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13432671-1_1578535810.png,Langhe,,
6426,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Riesling 100 %,13 %,4.1 g/L,White,750 ml,G.D. Vajra,Montalvin Inc. (GB),13504603,08026720115222,,13504603,G.D. Vajra Langhe Riesling Pétracine,Products,46.25,false,simple,0,,,Langhe,,
6427,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Chardonnay 100 %,14 %,,White,750 ml,Gaja,Le Maitre de Chai (GB),13390773,08032636149589,,13390773,Gaja Gaia & Rey,Products,302.75,false,simple,0,,,Langhe,,
6428,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,"Grenache 50 %, Cinsault 30 %, Syrah 20 %",13 %,1.8 g/L,Pink,750 ml,Gabriel Meffre &amp; Cie,"Elixirs, Vins et Spiritueux Inc.",13605762,03142920026986,,13605762,Gabriel Meffre Saint Vincent Côtes du Rhône,Products,16.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13605762-1_1578538825.png,Côtes du Rhône,,
6429,Spain,LEspagne Verte,Denominación de origen (DO),Mencía 100 %,13 %,&lt;1.2 g/L,Red,750 ml,Compania de Vinos Telmo Rodriguez SL,Noble Sélection,11861771,08436037407024,,11861771,Gaba Do Xil Mencia Valdeorras,Products,20.75,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11861771-1_1580628010.png,Valdeorras,,
6430,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,1.5 L,Gaja,Le Maitre de Chai (GB),13787666,09037036149787,,13787666,Gaja Barbaresco,Products,655.5,false,simple,0,,,Barbaresco,,
6431,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,Viognier 100 %,14.5 %,1.9 g/L,White,750 ml,Gabriel Meffre &amp; Cie,"Elixirs, Vins et Spiritueux Inc.",13944828,03142921487410,,13944828,Gabriel Meffre & Cie Laurus Condrieu,Products,75.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13944828-1_1578546680.png,Condrieu,,
6432,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Cabernet sauvignon 100 %,14 %,,Red,750 ml,Gaja,Le Maitre de Chai (GB),12333187,08032636149053,,12333187,Gaja Darmagi Langhe,Products,259,false,simple,0,,,Langhe,,
6433,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Gaja,Le Maitre de Chai (GB),13593431,08032636149909,,13593431,Gaja Barbaresco,Products,307.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13593431-1_1578538811.png,Barbaresco,,
6434,France,Provence,(AOC/AOP) Appellation origine controlée/protégée,"Grenache 70 %, Cinsault 20 %, Syrah 10 %",12.5 %,1.9 g/L,Pink,750 ml,Fortant de France,Univins et spiritueux Inc,14205349,03170870008677,,14205349,Gaïa de Fortant Côteaux d’Aix-en-Provence,Products,22.4,false,simple,0,,,Coteaux dAix-en-Provence,,Organic product
6435,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),,14 %,1.8 g/L,Red,750 ml,Beringer Blass Italia SRL,Mark Anthony Brands Ltd,10843298,00089819503223,,10843298,Gabbiano Riserva Chianti Classico,Products,22.45,false,simple,0,0,https://www.saq.com/media/catalog/product/1/0/10843298-1_1587414017.png,Chianti Classico,,
6436,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Nebbiolo 100 %,14.5 %,,Red,750 ml,Gaja,Le Maitre de Chai (GB),13485377,08032636149602,,13485377,Gaja Conteisa Nebbiolo,Products,353.75,false,simple,0,,,Langhe,,
6437,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,G.D. Vajra,Montalvin Inc. (GB),14336841,04000143368414,,14336841,G.D. Vajra Bricco delle Viole Barolo,Products,99.75,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14336841-1_1605537043.png,Barolo,,
6438,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,"Grenache 72 %, Syrah 26 %, Mourvèdre 2 %",14.5 %,3.1 g/L,Red,750 ml,Gabriel Meffre &amp; Cie,"Elixirs, Vins et Spiritueux Inc.",14011798,03142920017922,,14011798,Gabriel Meffre Côtes Du Rhône Villages Laurus,Products,21.55,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14011798-1_1601489458.png,Côtes du Rhône Villages,,
6439,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14 %,,Red,1.5 L,G.D. Vajra,Montalvin Inc. (GB),13887991,08026720111132,,13887991,G.D. Vajra Bricco delle Viole,Products,235.75,false,simple,0,,,Barolo,,
6440,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,"Viognier 32 %, White grenache 28 %, Roussanne 23 %, Marsanne 17 %",13.5 %,1.8 g/L,White,750 ml,Gabriel Meffre &amp; Cie,"Elixirs, Vins et Spiritueux Inc.",13113952,03142920715415,,13113952,Gabriel Meffre Côtes du Rhône Laurus,Products,18.95,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13113952-1_1581314123.png,Côtes du Rhône,,
6441,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Dolcetto 100 %,13 %,2.2 g/L,Red,750 ml,G.D. Vajra,Montalvin Inc. (GB),13553413,08026720114225,,13553413,G.D. Vajra Dolcetto d'Alba,Products,24.55,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13553413-1_1578537320.png,Dolcetto dAlba,,
6442,Greece,"Peloponnese, Peloponnese",Protected geographical indication (PGI),Moschophilero 100 %,12 %,1.4 g/L,White,750 ml,Gaia Wines SA,Authentic Vins et Spiritueux inc,13839737,05203021111211,,13839737,Gaia Wines Monograph Moschofilero,Products,17.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13839737-1_1578543312.png,,,
6443,Italy,Tuscany,DOP/DOC Denominazione di orgine controllata / protetta,Merlot 100 %,13.5 %,,Red,750 ml,Petrolo Società Agricola,"Elixirs, Vins et Spiritueux Inc.",13507468,00856537000453,,13507468,Galatrona Petrolo Valdamo Di Sopra,Products,118,false,simple,0,,,Val dArno di Sopra / Valdarno di Sopra,,
6444,United States,"California, North Coast",American Viticultural Areas (AVA),Chardonnay 100 %,14.5 %,,White,750 ml,Gallo Signature Series,Gallo Canada Ltée (E. &amp; J.),14542821,00085000019269,,14542821,Gallo Signature Series Chardonnay Russian River Valley,Products,45,false,simple,0,,,Russian River Valley,,
6445,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,"Nebbiolo 94 %, Barbera 6 %",14.5 %,,Red,1.5 L,Gaja,Le Maitre de Chai (GB),14254714,08051732910206,,14254714,Gaja Langhe Sperss,Products,939.5,false,simple,0,,,Langhe,,
6446,United States,"California, North Coast",American Viticultural Areas (AVA),Pinot noir 100 %,13.9 %,,Red,750 ml,Gary Farrell Winery,Tanium Vins et Spiritueux inc.,14335944,00837434000036,,14335944,Gary Farrell Pinot Noir Russian River Valley,Products,50.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14335944-1_1580353216.png,Russian River Valley,Barrel fermented,
6447,United States,"California, North Coast",American Viticultural Areas (AVA),Pinot noir 100 %,13.9 %,2.2 g/L,Red,750 ml,Gary Farrell Winery,Tanium Vins et Spiritueux inc.,14558574,00837434000302,,14558574,Gary Farrell Hallberg Vineyard Pinot Noir Russian River Valley,Products,57,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14558574-1_1605583841.png,Russian River Valley,,
6448,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Chardonnay 100 %,14 %,,White,750 ml,Gaja,Le Maitre de Chai (GB),14255012,08051732910213,,14255012,"Gaja Rossj-Bass Langhe
",Products,106.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14255012-1_1578554716.png,Langhe,,
6449,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Gaja,Le Maitre de Chai (GB),13949071,08032636149855,,13949071,Gaja Sori San Lorenzo,Products,789.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13949071-1_1578546688.png,Barbaresco,,
6450,Israel,"Galilée (Galil), Upper Galilee",Table wine,"Cabernet sauvignon 64 %, Syrah 15 %, Merlot 12 %, Petit verdot 5 %",15 %,1.7 g/L,Red,750 ml,Galil Mountain Winery,IsraVin inc.,11860583,00736040525530,,11860583,Galil Mountain Winery Alon,Products,27.1,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11860583-1_1580628009.png,,,Kosher
6451,Spain,Vallée de lEbre,Denominación de origen (DO),Grenache 100 %,14 %,2.5 g/L,Red,750 ml,Vinedos Y Bodegas Pablo,Vinicolor-Les Vins Alexandre St-Pierre,12588737,08437004177094,,12588737,Garnacha Menguante,Products,18.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12588737-1_1578347415.png,Carinena,,
6452,United States,"California, North Coast",American Viticultural Areas (AVA),Chardonnay 100 %,13.7 %,1.5 g/L,White,750 ml,Gary Farrell Winery,Tanium Vins et Spiritueux inc.,14546400,00837434000050,,14546400,Gary Farrell Chardonnay Russian River Valley,Products,53.25,false,simple,0,,,Russian River Valley,Barrel fermented,
6453,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Gaja,Le Maitre de Chai (GB),13485393,08032636149633,,13485393,Gaja Sorì San Lorenzo,Products,733.5,false,simple,0,,,Barbaresco,,
6454,Greece,Aegean islands,Protected designation of origin (PDO),Muscat dAlexandrie 100 %,12 %,2.2 g/L,White,750 ml,Garalis Winery,Réseau International Global Inc.,14285730,05206226000113,,14285730,Garalis Terra Ambera Lemnos,Products,28.85,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14285730-1_1580352909.png,Lemnos,,"Orange Wine, Organic product"
6455,United States,California,Table wine,Zinfandel 100 %,8.5 %,37 g/L,Pink,3 L,E. &amp; J. Gallo Winery,Gallo Canada Ltée (E. &amp; J.),13503070,00085000027035,,13503070,Gallo White Zinfandel,Products,35.9,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13503070-1_1605819950.png,,,
6456,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),"Nebbiolo 100 %, Barbera",14.5 %,,Red,750 ml,Gaja,Le Maitre de Chai (GB),13949063,08032636149831,,13949063,Gaja Sori Tildin,Products,789.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13949063-1_1578546688.png,Barbaresco,,
6457,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Chardonnay 100 %,14 %,,White,750 ml,Gaja,Le Maitre de Chai (GB),13390781,08032636149596,,13390781,"Gaja Rossj-Bass Langhe
",Products,150,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13390781-1_1580529018.png,Langhe,,
6458,Italy,The Marches,DOP/DOC Denominazione di orgine controllata / protetta,,14 %,1.4 g/L,Red,750 ml,Casa Vinicola Gioacchino Garofoli,Tocade,905679,08004375000155,,905679,Garofoli Grosso Agontano Riserva,Products,26.15,false,simple,0,,https://www.saq.com/media/catalog/product/9/0/905679-1_1580607613.png,Rosso Conero,Riserva,
6459,Israel,"Galilée (Galil), Upper Galilee",Table wine,"Cabernet sauvignon 47 %, Merlot 40 %, Petit verdot 8 %, Cabernet franc 5 %",15 %,,Red,750 ml,Galil Mountain Winery,IsraVin inc.,13266060,00736040014287,,13266060,Galil Mountain Yiron Galilee,Products,48.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13266060-1_1586883607.png,,,Kosher
6460,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Chardonnay 100 %,14 %,,White,750 ml,Gaja,Le Maitre de Chai (GB),13047617,08032636149343,,13047617,"Gaja Rossj-Bass Langhe
",Products,99,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13047617-1_1581312917.png,Langhe,,
6461,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,"Nebbiolo 35 %, Merlot 35 %, Cabernet sauvignon 30 %",14.5 %,,Red,1.5 L,Gaja,Le Maitre de Chai (GB),14576393,08051732910367,,14576393,Gaja Langhe Sito Moresco,Products,173.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14576393-1_1602866433.png,Langhe,,
6462,Spain,Côte Méditerranéenne,Denominación de origen calificada (DOCa),"Grenache 35 %, Cabernet sauvignon 25 %, Merlot 25 %, Carignan 15 %",14.5 %,2.2 g/L,Red,750 ml,Domini de la Cartoixa SL,Vintrinsec (7909284 Canada inc.),10860901,08437006680028,,10860901,Galena Priorat,Products,37.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10860901-1_1580609416.png,Priorat,,Organic product
6463,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,"Nebbiolo 94 %, Barbera 6 %",14.5 %,,Red,750 ml,Gaja,Le Maitre de Chai (GB),14254706,08051732910190,,14254706,Gaja Sperss,Products,423,false,simple,0,,,Langhe,,
6464,Israel,"Galilée (Galil), Upper Galilee",Table wine,"Sangiovese 40 %, Syrah 35 %, Barbera 15 %, Grenache 10 %",13 %,1.6 g/L,Pink,750 ml,Galil Mountain Winery,IsraVin inc.,12473032,00736040502425,,12473032,Galil Mountain Galilee,Products,21.3,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12473032-1_1580666410.png,,,Kosher
6465,Israel,"Galilée (Galil), Galilee",Table wine,Cabernet sauvignon 100 %,14.5 %,1.7 g/L,Red,750 ml,Galil Mountain Winery,IsraVin inc.,14508139,00736040014270,,14508139,Galil Mountain Cabernet-Sauvignon,Products,20.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14508139-1_1593533117.png,,,Kosher
6466,France,Beaujolais,(AOC/AOP) Appellation origine controlée/protégée,Gamay 100 %,12 %,1.7 g/L,Red,750 ml,Georges Duboeuf,Vins Philippe Dandurand Ltée,14646769,03351650000214,,14646769,Georges Duboeuf Beaujolais Nouveau,Products,16.85,false,simple,3.5,2,https://www.saq.com/media/catalog/product/1/4/14646769-1_1605583844.png,Beaujolais,,
6467,France,Beaujolais,(AOC/AOP) Appellation origine controlée/protégée,Gamay 100 %,12 %,2.1 g/L,Red,3 L,Georges Duboeuf,Vins Philippe Dandurand Ltée,14445799,03351650009002,,14445799,George Duboeuf Beaujolais,Products,44.65,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14445799-1_1585159212.png,Beaujolais,,
6468,France,"Bourgogne, Mâconnais",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13 %,2 g/L,White,750 ml,Georges Duboeuf,Vins Philippe Dandurand Ltée,13255598,03351650022735,,13255598,George Duboeuf Macon Villages Expo 67,Products,19.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13255598-1_1578443118.png,Mâcon Villages,,
6469,France,Beaujolais,(AOC/AOP) Appellation origine controlée/protégée,Gamay 100 %,13 %,&lt;1.2 g/L,Red,750 ml,Georges Descombes,Sélection Rezin (vins),13112933,03765551980016,,13112933,Georges Descombes Morgon Vieilles Vignes,Products,36.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13112933-1_1581314119.png,Morgon,,Natural Wine
6470,France,"Sud-Ouest, Comté-Tolosan",(VDP/IGP) Vin de pays/Indication géographique protégée,"Malbec 90 %, Merlot 10 %",13 %,2.4 g/L,Red,750 ml,Georges Vigouroux,Vins Philippe Dandurand Ltée,13360056,03275843217022,,13360056,Georges Vigouroux Tradition Familiale Côtes du Lot,Products,14.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13360056-1_1578534626.png,,,
