Country,Region,Degree of alcohol,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,image_link,productReviews,Classification,Special feature,Designation of origin,Regulated Designation,Grape variety,Sugar content
Canada,Quebec,43 %,,750 ml,Mondia Alliance,Univins et spiritueux Inc,13567971,00057496008546,Bottled in Québec,13567971,Seventh Heaven,Products,36,true,simple,4.5,https://www.saq.com/media/catalog/product/1/3/13567971-1_1578537910.png,8,,,,,,
Canada,Quebec,23 %,Pink,500 ml,Maison Sivo Inc.,Représentation La Rep Inc.,13831891,06278434823456,Made in Québec,13831891,Sivo Liqueur de Rhubarbe,Products,27.9,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13831891-1_1578543018.png,0,,,,,,
Canada,Quebec,41 %,,750 ml,Maison Sivo Inc.,Représentation La Rep Inc.,13589475,07279430823524,Made in Québec,13589475,Sivo Valkyrie Aquavit,Products,39.25,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13589475-1_1578538517.png,0,,,,,,
Canada,Ontario,40 %,,750 ml,Sté Pierre Smirnoff Fils,Diageo Canada Inc.,11557007,00082000734833,,11557007,Smirnoff No.21,Products,23.7,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11557007-1_1580623213.png,0,,,,,,
United States,Connecticut,35 %,,375 ml,The Smirnoff Co.,Diageo Canada Inc.,11975313,00082000772064,Bottled in Québec,11975313,Smirnoff Green Apple,Products,14.25,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11975313-1_1602601326.png,,,,,,,
Canada,Quebec,23 %,Brown,750 ml,Mondia Alliance,Univins et spiritueux Inc,13066711,00057496007938,Bottled in Québec,13066711,Sortilège Bleuets Sauvages,Products,34,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13066711-1_1581313218.png,0,,,,,,
United States,Illinois,30 %,,750 ml,Diageo Canada Inc.,Diageo Canada Inc.,14439006,00082000792819,,14439006,Smirnoff Infusions Watermelon & Mint,Products,23.7,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14439006-1_1583856018.png,0,,,,,,
United States,California,40 %,,1.14 L,Skyy Spirits,Forty Creek Distillery LTD,11551254,00069321004548,,11551254,Skyy,Products,36.75,true,simple,4.65,https://www.saq.com/media/catalog/product/1/1/11551254-1_1595530225.png,3,,,,,,
Canada,Quebec,30 %,Amber,750 ml,Mondia Alliance,Univins et spiritueux Inc,522482,00057496522486,Bottled in Québec,522482,Sortilège,Products,34,true,simple,4,https://www.saq.com/media/catalog/product/5/2/522482-1_1580602219.png,1,,,,,,
United States,Connecticut,35 %,,750 ml,Sté Pierre Smirnoff Fils,Diageo Canada Inc.,566182,00082000767282,Bottled in Québec,566182,Smirnoff Twist of Raspberry,Products,23.7,true,simple,0,https://www.saq.com/media/catalog/product/5/6/566182-1_1595278817.png,0,,,,,,
Canada,Quebec,17 %,Golden,750 ml,La Maison des Futailles,Univins et spiritueux Inc,12139456,00057496522400,Bottled in Québec,12139456,Sortilège,Products,28.85,true,simple,0,https://www.saq.com/media/catalog/product/1/2/12139456-1_1580660128.png,0,,,,,,
Poland,,40 %,,750 ml,Imperial Brands,Southern Glazers Wine,12583354,00089016008224,,12583354,Sobieski,Products,25.25,true,simple,5,https://www.saq.com/media/catalog/product/1/2/12583354-1_1578347120.png,2,,,,,,
Canada,Quebec,40 %,,750 ml,Sté Pierre Smirnoff Fils,Diageo Canada Inc.,67,00776103000260,Bottled in Québec,67,Smirnoff No.21,Products,23.7,true,simple,5,https://www.saq.com/media/catalog/product/6/7/67-1_1580604015.png,1,,,,,,
Canada,Quebec,40 %,,1.14 L,Sté Pierre Smirnoff Fils,Diageo Canada Inc.,11584486,00776103000277,Bottled in Québec,11584486,Smirnoff No.21,Products,36,true,simple,5,https://www.saq.com/media/catalog/product/1/1/11584486-1_1580623816.png,1,,,,,,
Canada,Quebec,36 %,Golden,500 ml,Maison Sivo Inc.,Représentation La Rep Inc.,13066463,06278434822848,Made in Québec,13066463,Sivo Shámán,Products,26.2,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13066463-1_1581687909.png,,,,,,,
Ireland,,15.5 %,Beige,750 ml,T. Sheridan &amp; Sons,Diageo Canada Inc.,625756,05011013500642,,625756,Sheridan's,Products,33.25,true,simple,0,https://www.saq.com/media/catalog/product/6/2/625756-1_1580603710.png,0,,,,,,
Greece,,30 %,,700 ml,DS Concepts Ltd,Divin Paradis Inc.,11039470,05291732000016,,11039470,Skinos Mastiha,Products,36,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11039470-1_1580611826.png,0,,,,,,
Canada,Quebec,18 %,Red,500 ml,Maison Sivo Inc.,Représentation La Rep Inc.,14114172,00627987041262,Made in Québec,14114172,Sivo Raspberry Liquor,Products,27.9,true,simple,5,https://www.saq.com/media/catalog/product/1/4/14114172-1_1578552016.png,1,,,,,,
Canada,Quebec,43 %,,750 ml,Distillerie du St. Laurent,,14217059,00628110848062,Made in Québec,14217059,St-Laurent Citrus,Products,49,true,simple,5,https://www.saq.com/media/catalog/product/1/4/14217059-1_1578554120.png,3,London dry gin,,,,,
France,Sud-Ouest,40 %,Amber,1.14 L,Distillerie St-Rémy,Southern Glazers Wine,163519,00088352109114,,163519,St-Rémy VSOP,Products / Spirits,37,true,simple,0,https://www.saq.com/media/catalog/product/1/6/163519-1_1580592314.png,0,,,,,,
France,Sud-Ouest,40 %,Amber,750 ml,Distillerie St-Rémy,Southern Glazers Wine,557108,03161420002467,,557108,St-Rémy XO,Products,29.65,true,simple,5,https://www.saq.com/media/catalog/product/5/5/557108-1_1580602528.png,1,,,,,,
Canada,Quebec,40 %,Blue,750 ml,Distillerie Stadaconé,Société Commerciale Clément,14228233,00890590000111,Made in Québec,14228233,Stadaconé Bleu,Products,37.25,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14228233-1_1595530518.png,0,,,,,,
United States,Kentucky,35 %,Amber,1.14 L,Southern Comfort Company,Charton Hobbs Inc,11582940,00088544016756,Bottled in Québec,11582940,Southern Comfort,Products,38.5,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11582940-1_1580623543.png,0,,,,,,
Canada,Quebec,40 %,Amber,750 ml,Distillerie Stadaconé,Société Commerciale Clément,14228225,00890590000227,Made in Québec,14228225,Stadaconé Rouge,Products,43.25,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14228225-1_1595966764.png,0,,,,,,
United States,Minnesota,15 %,Blue,750 ml,Phillips Products Co.,Southern Glazers Wine,13837504,00087116024274,,13837504,Sour Puss Blue,Products,20.7,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13837504-1_1578543311.png,0,,,,,,
Canada,Quebec,40 %,Golden,750 ml,Distillerie du St. Laurent,,14352875,00628110848086,Origine Québec,14352875,St-Laurent Acerum 1 an,Products,69.25,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14352875-1_1578555021.png,0,,,,,,
Latvia,,40 %,,750 ml,SPI Spirits Ltd.,Mark Anthony Brands Ltd,11638510,04750021001666,,11638510,Stolichnaya Elit Vodka,Products,60.5,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11638510-1_1607367949.png,,,,,,,
Canada,Quebec,40.9 %,Amber,750 ml,Mondia Alliance,Univins et spiritueux Inc,11795961,00057496004661,Bottled in Québec,11795961,Sortilège Prestige,Products,52,true,simple,5,https://www.saq.com/media/catalog/product/1/1/11795961-1_1580627113.png,1,,,,,,
United States,Minnesota,15 %,Red,1.14 L,Sourpuss Products Company,Southern Glazers Wine,10347921,00087116035003,,10347921,Sour Puss Framboise,Products,27.15,true,simple,0,https://www.saq.com/media/catalog/product/1/0/10347921-1_1580596216.png,0,,,,,,
Japan,,43 %,,750 ml,Jim Beam Brands Co,Beam Canada Inc.,13913351,00080686958031,,13913351,Suntory Roku Gin,Products,49.75,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13913351-1_1578545425.png,0,,,,,,
France,,20 %,Yellow,750 ml,St-Germain,Bacardi Canada Inc.,11918925,00080480004699,,11918925,St-Germain,Products,46.75,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11918925-1_1580629514.png,0,,,,,,
United States,Minnesota,15 %,Green,750 ml,Phillips Products Co.,Southern Glazers Wine,13359207,00087116035041,,13359207,Sour Puss Apple,Products,20.65,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13359207-1_1578534619.png,,,,,,,
Latvia,,40 %,,750 ml,Latvijas Balsams,Mark Anthony Brands Ltd,69781,04750021000072,,69781,Stolichnaya,Products,25.95,true,simple,5,https://www.saq.com/media/catalog/product/6/9/69781-1_1581375950.png,1,,,,,,
Japan,,40 %,,750 ml,Jim Beam Brands Co,Beam Canada Inc.,13918881,00080686958024,,13918881,Suntory Haku Vodka,Products,49.75,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13918881-1_1605794132.png,,,,,,,
United States,Kentucky,35 %,Amber,750 ml,Southern Comfort Company,Charton Hobbs Inc,105601,00088544016770,Bottled in Québec,105601,Southern Comfort,Products,26.3,true,simple,0,https://www.saq.com/media/catalog/product/1/0/105601-1_1580592010.png,0,,,,,,
Canada,Quebec,40 %,,750 ml,Distillerie Stadaconé,Société Commerciale Clément,14228250,00890590000333,Made in Québec,14228250,Stadaconé Noir,Products,52.25,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14228250-1_1595530518.png,0,,,,,,
Canada,Quebec,43 %,,750 ml,Distillerie du St. Laurent,,12881538,00627843523703,Made in Québec,12881538,St-Laurent,Products,49,true,simple,5,https://www.saq.com/media/catalog/product/1/2/12881538-1_1578412817.png,3,,,,,,
United Kingdom,England,47.5 %,White,750 ml,Bombay Spirits Company,Bacardi Canada Inc.,12880771,05010677360111,,12880771,Star of Bombay,Products,40,true,simple,0,https://www.saq.com/media/catalog/product/1/2/12880771-1_1578412815.png,,London dry gin,,,London dry gin,,
Czech Republic,,40 %,Amber,1.14 L,Distillerie Stock SPA,Charton Hobbs Inc,11435181,08000440396413,,11435181,Stock 84,Products,34.75,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11435181-1_1580617816.png,0,,,,,,
France,Sud-Ouest,40 %,Amber,750 ml,Distillerie St-Rémy,Southern Glazers Wine,8888,03161420000166,,8888,St-Rémy VSOP,Products,25.35,true,simple,5,https://www.saq.com/media/catalog/product/8/8/8888-1_1580607010.png,1,,,,,,
Canada,Quebec,43 %,,750 ml,ODwyer Micro-Distillerie gaspésienne inc.,Agence Goutte-à-Goutte s.e.n.c.,14014286,01357945000039,Origine Québec,14014286,St.Pierre Version Rauchbier Single Malt,Products,59.5,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14014286-1_1578549011.png,0,,,,,,
United Kingdom,Scotland,40 %,Amber,1.14 L,St. Leger &amp; Co. Ltd.,Mosaiq Vins et Spiritueux Inc.,4945,00814789003226,Bottled in Québec,4945,St-Leger Blended Scotch Whisky,Products,40.25,true,simple,0,https://www.saq.com/media/catalog/product/4/9/4945-1_1580601627.png,0,,,,,,
Mexico,,15 %,Beige,750 ml,Tequila Rose Distilling,Vins Philippe Dandurand Ltée,10210651,00085592160158,,10210651,Téquila Rose,Products,30.25,true,simple,0,https://www.saq.com/media/catalog/product/1/0/10210651-1_1580594411.png,0,,,,,,
Canada,Quebec,40 %,,750 ml,Distillerie du quai,Tanium Vins et Spiritueux inc.,14223838,00852396001556,Made in Québec,14223838,Supersonic,Products,45.5,true,simple,5,https://www.saq.com/media/catalog/product/1/4/14223838-1_1578554416.png,1,London dry gin,,,,,
Canada,British Columbia,60 %,Green,500 ml,Okanagan Spirits,Esprit Rézin 9317-2724 Qc Inc. (spirit.),11043882,00874381000382,,11043882,Taboo Genuine,Products,59.25,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11043882-1_1580612109.png,,,,,,,
United Kingdom,Scotland,41.3 %,Yellow,750 ml,Diageo Canada Inc.,Diageo Canada Inc.,13831794,00088076182714,,13831794,Tanqueray Flor de Sevilla,Products,29.7,true,simple,5,https://www.saq.com/media/catalog/product/1/3/13831794-1_1578543018.png,2,,,,London dry gin,,
United Kingdom,England,41.3 %,,700 ml,Diageo Canada Inc.,Diageo Canada Inc.,13681731,00088076182332,,13681731,Tanqueray Malacca,Products,30.5,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13681731-1_1578540619.png,0,London dry gin,,,London dry gin,,
United Kingdom,"Scotland, Highlands",40 %,Amber,750 ml,Georges &amp; J.G. Smith Ltd,Corby Spiritueux et Vins Limitée,21097,00080432400630,,21097,The Glenlivet 12 Ans Double Oak Scotch Whisky Single Malt,Products,59.75,true,simple,4,https://www.saq.com/media/catalog/product/2/1/21097-1_1582552816.png,2,,,,,,
United States,Iowa,45.75 %,Amber,750 ml,Templeton Rye,Société Commerciale Clément,14451081,00720815920231,,14451081,Templeton Rye 6 Years Old,Products,50.25,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14451081-1_1601489458.png,,Mention dâge,,,,,
United Kingdom,"Scotland, Vallée de Spey",48.8 %,Amber,750 ml,The Edrington Group,Beam Canada Inc.,13857855,00812066022632,,13857855,The Glenrothes Whisky Maker's Cut,Products,100.25,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13857855-1_1578543915.png,,,,,,,
Jamaica,,20 %,Brown,1.14 L,Illva Saronno SPA,Peter Mielzynski Agencies Limited,11355894,00050037599220,,11355894,Tia Maria,Products,40.5,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11355894-1_1580616615.png,0,,,,,,
Peru,,40 %,,700 ml,The Inca Distillery,Importations BMT Inc,14445932,07756936000012,,14445932,The Inca Distillery Gin'ca,Products,61.5,true,simple,0,,0,,,,,,
Japan,,43 %,Golden,750 ml,Jim Beam Brands Co,Beam Canada Inc.,13064572,00080686957010,,13064572,Suntory Toki,Products,58.75,true,simple,4,https://www.saq.com/media/catalog/product/1/3/13064572-1_1581313215.png,1,,,,,,
United Kingdom,"Scotland, Highlands",40 %,Amber,750 ml,The Dalmore Distillery,Mark Anthony Brands Ltd,11247906,05010196111010,,11247906,The Dalmore 12 Years Old Highland Single Malt Scotch Whisky,Products,89.75,true,simple,5,https://www.saq.com/media/catalog/product/1/1/11247906-1_1580615118.png,1,,,,,,
United Kingdom,,46 %,,750 ml,Bruichladdich Distillery Company Limited,Southern Glazers Wine,11898397,05055807400572,,11898397,The Botanist Islay,Products,51,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11898397-1_1605793229.png,0,,,,,,
United Kingdom,Scotland,40 %,Amber,700 ml,Praban Na Linne Ltd,Connexion Oenophilia Inc.,858209,05016817002040,,858209,Té Bheag Unchilfiltered Gaelic Blended Scotch Whisky,Products,40.25,true,simple,4,https://www.saq.com/media/catalog/product/8/5/858209-1_1580605820.png,6,,,,,,
United States,Indiana,47 %,Brown,1.14 L,The Kraken Rum Company,Mosaiq Vins et Spiritueux Inc.,12879841,00811538013048,,12879841,The Kraken,Products,46.75,true,simple,5,https://www.saq.com/media/catalog/product/1/2/12879841-1_1578412520.png,1,,,,,,
Jamaica,,20 %,Brown,750 ml,Illva Saronno SPA,Peter Mielzynski Agencies Limited,630913,00050037599183,,630913,Tia Maria,Products,29.4,true,simple,0,https://www.saq.com/media/catalog/product/6/3/630913-1_1600862117.png,0,,,,,,
United Kingdom,England,40 %,,1.14 L,Charles Tanqueray &amp; Co.,Diageo Canada Inc.,11447414,00622153625062,,11447414,Tanqueray,Products,39.75,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11447414-1_1580618112.png,0,,,,,,
United Kingdom,"Scotland, Vallée de Spey",40 %,Amber,750 ml,The Balvenie Distillery Company,Peter Mielzynski Agencies Limited,387316,05010327505138,,387316,The Balvenie 12 Years Old DoubleWood Single Malt Scotch Whisky,Products,95.25,true,simple,5,https://www.saq.com/media/catalog/product/3/8/387316-1_1593714366.png,4,,,,,,
United Kingdom,England,41.3 %,,750 ml,Charles Tanqueray &amp; Co.,Diageo Canada Inc.,12265858,00088076168640,,12265858,Tanqueray Rangpur,Products,29.9,true,simple,0,https://www.saq.com/media/catalog/product/1/2/12265858-1_1580662221.png,0,London dry gin,,,London dry gin,,
United States,Indiana,47 %,Brown,750 ml,The Kraken Rum Company,Mosaiq Vins et Spiritueux Inc.,11964606,07501035047204,,11964606,The Kraken,Products,32,true,simple,5,https://www.saq.com/media/catalog/product/1/1/11964606-1_1580630413.png,2,,,,,,
United Kingdom,"Scotland, Vallée de Spey",40 %,Amber,750 ml,Deveron Distellery Co,Bacardi Canada Inc.,13863243,00080480006143,,13863243,The Deveron 12 ans Single Malt Scotch Whisky,Products,64.75,true,simple,5,https://www.saq.com/media/catalog/product/1/3/13863243-1_1578544217.png,1,12 ans,,,,,
France,,32 %,,700 ml,SARL Les Rhums de CED,Robert Peides Inc.,14016003,03760221470040,,14016003,Ti Arrangés de Ced Ananas Victoria Rum,Products,51.75,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14016003-1_1578549016.png,0,,,,,,
United Kingdom,England,40 %,,750 ml,Charles Tanqueray &amp; Co.,Diageo Canada Inc.,2691,00622153625048,,2691,Tanqueray,Products,27.35,true,simple,0,https://www.saq.com/media/catalog/product/2/6/2691-1_1580593215.png,0,,,,,,
United Kingdom,"Scotland, Vallée de Spey",40 %,Golden,750 ml,Chivas Brothers Ltd.,Corby Spiritueux et Vins Limitée,12673675,05000299609354,,12673675,The Glenlivet Founder's Single malt Scotch whisky,Products,53.75,true,simple,4.75,https://www.saq.com/media/catalog/product/1/2/12673675-1_1578360910.png,4,,,,,,
Spain,,40 %,Amber,750 ml,Soc. Vinicola Miguel Torres SA,Vins Philippe Dandurand Ltée,94367,08410113000095,,94367,Torres 10 Imperial Gran Reserva,Products,31.75,true,simple,5,https://www.saq.com/media/catalog/product/9/4/94367-1_1580618412.png,1,,,,,,
Canada,Quebec,41 %,Orange,750 ml,Artist in Residence Distillerie,Artist In Residence Distillerie inc. (R),13811110,00628055952015,Made in Québec,13811110,Waxwing,Products,39.5,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13811110-1_1605537040.png,0,,,,,,
Canada,"Quebec, Cantons de lEst",43.1 %,Yellow,750 ml,Les Spiritueux Ungava Ltée,Corby Spiritueux et Vins Limitée,11156764,00854745000548,Made in Québec,11156764,Ungava,Products,36,true,simple,4,https://www.saq.com/media/catalog/product/1/1/11156764-1_1580613916.png,1,,,,,,
Canada,"Quebec, Cantons de lEst",43.1 %,Yellow,1.14 L,Les Spiritueux Ungava Ltée,Corby Spiritueux et Vins Limitée,13126059,00854745000845,Made in Québec,13126059,Ungava,Products,50.75,true,simple,5,https://www.saq.com/media/catalog/product/1/3/13126059-1_1581314421.png,1,,,,,,
United Kingdom,"Scotland, Highlands",48.4 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,14572350,05014218815078,,14572350,Old Particular Ardmore 18 Years Old Single Cask Highland Single Malt,Products,209,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14572350-1_1601489460.png,,Single Cask,,,,,
United Kingdom,"Scotland, Highlands",43.3 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,14572405,05014218815023,,14572405,Old Particular Cambus Cask Strength Single Grain Single Cask,Products,237.75,true,simple,0,https://www.saq.com/media/catalog/product/1/4/14572405-1_1601489460.png,,21 ans,,,,,
Canada,Quebec,41.3 %,,750 ml,Distillerie Wabasso,Distillerie Wabasso Inc.,13737503,06282503720027,Made in Québec,13737503,Wabasso,Products,46.75,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13737503-1_1578541517.png,0,,,,,,
Canada,Ontario,40 %,,1.14 L,United Distillers Canada Inc.,Diageo Canada Inc.,11584849,00622153190065,Bottled in Québec,11584849,Troika,Products,32.25,true,simple,0,https://www.saq.com/media/catalog/product/1/1/11584849-1_1580623818.png,,,,,,,
United Kingdom,"Scotland, Highlands",43 %,Amber,750 ml,Phillips Products Co.,Southern Glazers Wine,13416380,00088893161008,,13416380,Tomatin 12 Years Highland Single Malt Scotch Whisky,Products,60.5,true,simple,0,https://www.saq.com/media/catalog/product/1/3/13416380-1_1578535514.png,,12 ans,,,,,
